tt,Inc,Title,Length,Keywords,Entity,Singleton
NVIDIA GTC 2020,NVIDIA,XLNet Optimization Using CUDA [S21478],124,Transformer (machine learning model),"XLNet,XLNET,CUDA,Tensorflow,FastTransformer","language,performance,optimization,cuda,optimized"
NVIDIA GTC 2020,Inc.,3D Analysis Data Generation from X-ray Data for HealthTech by DGXs [P22304],121,"Laboratory information management system,Regenerative medicine","Japan,3D,Tesla","imaging,indicator,generate,xray,nearly"
NVIDIA GTC 2020,Sydney Neuroimaging Analysis Centre,Accelerate Quantitative Clinical Neuroimaging Analysis with AI: Steps Toward Personalized Disease Progression Monitoring in Clinical Neurology [S21421],126,"Medical imaging,Neuroimaging","GPU,imaging quantitative biomarker research",biomarker
NVIDIA GTC 2020,Antoni van Leeuwenhoek Hospital and Netherlands Cancer Institute,Accelerating Cancer Research: VDI by Day Compute by Night [S21845],124,"Antonie van Leeuwenhoek,List of Billboard Hot 100 chart achievements and milestones","The Netherlands Cancer Institute,NKI-AVL,VDI,GPU","infrastructure,vdi,researcher,patient"
NVIDIA GTC 2020,NVIDIA,Accelerating Quantum Chemistry Simulations with AI [S21273],71,"Computational chemistry,Machine learning",,discovery
NVIDIA GTC 2020,National Taiwan University,Acceleration of Wavefront Analysis Using Zernike Polynomial Fitting [P21849],119,"LASIK,Tomography,Video card,Wavefront .obj file,Zernike polynomials","GPU,Zernike","angle,cell,analyze,biological"
NVIDIA GTC 2020,Girls Computing League,Accurate Multiple Sclerosis Lesion Segmentation Using Deep Learning [P21889],135,"Brain damage,DNN,Image segmentation,Neural network,SqueezeNet",U-Net,"using,disease,mri"
NVIDIA GTC 2020,Emory University,AI Methods to Transfer Natural Language into Actionable Knowledge in Medicine: From Radiology Pathology Reports to Social Media Posts [S22150],138,"Natural language processing,Public health","NLP,CT,MR,US","improve,mining,clinical,ultimately"
NVIDIA GTC 2020,NVIDIA,A New Era of Medical Imaging [S22554],77,"A-ha,Color image pipeline,Deep learning,Digital image processing,Medical imaging",Deep Learning,"image,every"
NVIDIA GTC 2020,Allen Institute for Cell Science,Animation Segmentation and Statistical Modeling of Biological Cells Using Microscopy Imaging and GPU Compute [s21944],119,"Cell biology,Scientific modelling","GPU,the Allen Institute",
NVIDIA GTC 2020,NVIDIA,Building a Medical Imaging AI Ecosystem Using Clara SDKs [s22295],95,Comparison of web frameworks,"Clara Imaging Application Framework,Iterative &,Clara Application Platform,Clara Imaging","ecosystem,annotation,training,deployment"
NVIDIA GTC 2020,Memorial Sloan Kettering Cancer Center,Building Blocks for Machine Learning Integration into Clinical Workflow [S22189],113,"Building block,Machine learning,Radiology,Workflow",algorithm,"application,diagnostics"
NVIDIA GTC 2020,Optum,Building Optimized Low-Cost Scalable Health-Care Enterprise Deep Learning Services Platform with NVIDIA TensorRT Inference Server and Kubernetes [s21570],132,,"GPUs,GPU","service,resource,learning,gpus,gpu,deployment,balanced,kubernetes"
NVIDIA GTC 2020,NVIDIA,Clara Developer Day: Clara Train SDK Performance Walkthrough and Deep Dive [S22717],42,"Data science,List of NFC-enabled mobile devices,Underwater diving",Clara Train v3.0,dummy
NVIDIA GTC 2020,NVIDIA,Clara Developer Day: Federated Learning using Clara Train SDK [S22564],133,"Artificial intelligence,Endurance training,Federated learning,Rote learning","Federated Learning,Clara Train SDK","dive,client"
NVIDIA GTC 2020,NVIDIA,Clara Developer Day: Getting Started with Clara Train for High Performance & Iterative Experimentation with AutoML [S22563],61,"Data science,Graphics Core Next,IOS SDK,Medical imaging",Clara Train SDK,
NVIDIA GTC 2020,NVIDIA,Clara Developer Day: Scalable and Modular Deployment Powered by Clara Deploy SDK [S22565],131,"Medical imaging,OpenAI,Oracle SQL Developer","DICOM,VNA,Clara Train","deployment,pipeline,operator"
NVIDIA GTC 2020,Fermata,Computer Vision in Agriculture: Racing with Pests and Diseases [P22001],86,"Autonomous system (Internet),General-purpose computing on graphics processing units,Machine learning,Technology",GPU,"create,detection,disease,plant,early,pest,solution"
NVIDIA GTC 2020,University of Michigan,Data-Driven Approach of Coronary Vessel Reconstruction Using X-ray Angiography [P21799],115,"Angiography,Coronary arteries,Coronary artery disease",,"vessel,used"
NVIDIA GTC 2020,Harvard Medical School,Data-Efficient Weakly Supervised Histology Classification Using Contrastive Predictive Coding [P22025],141,"Annotation,Neural network","CPC,ROC,MIL","feature,mil,using,learning,cpc,limited,performance,trained"
NVIDIA GTC 2020,Nagahama Institute of Bio-Science and Technology,Deep Learning-Aided Label-Free Real-Time and Time-Lapse âCell Visualizationâ Technology that Enables Live/Dead Cell Discrimination and Counting [P21952],125,"Data visualization,Drug discovery,Live cell imaging,Lymphoma,Stem cell,Technology",,labeling
NVIDIA GTC 2020,Optum Technology,Deep Learning in Health Care: from Voicebots to Disease Prediction [S21128],258,"Caller ID,Deep learning,List of Nvidia graphics processing units","NPS,United Health Group,Next Best Action","condition,provider,identify,nemo,quality,versus,patient,health"
NVIDIA GTC 2020,Icahn School of Medicine at Mount Sinai,Deep Self-Supervised Learning for Patient-Specific Anomaly Detection in Stereoelectroencephalography [S21962],116,"Anomaly detection,Dynamic range compression,Real-time computing,Real-time polymerase chain reaction",EEG,"medical,nonparametric,performance"
NVIDIA GTC 2020,Friedrich Miescher Laboratory of the Max Planck Society,De Novo Protein Design of Epitope-Directed Inhibitors [s21348],134,"Father of surgery,Plasma protein binding,Therapeutic index",GPU,"molecule,guided,structure,effectively"
NVIDIA GTC 2020,Subtle Medical,Deploying FDA-Cleared TRT-Powered AI Radiology Products to Improve Quality and Productivity in Clinical Radiology [S22400],174,Center for Biomedical Imaging,"FDA,Subtle Medical,PET-CT,Subtle,Stanford University,the University of California at San Francisco,Hoag hospital,San Diego,NVIDIA DGX Station,NVIDIA,TRT,ROI","subtle,hospital,subtlemr,improve,efficiency,clinical,experience,university,nvidia,san,subtlepet,fdacleared"
NVIDIA GTC 2020,Princeton International School of Mathematics and Science,Distributed Deep Learning for Automatic Disease Detection Systems [P22078],82,"Deep learning,Machine learning,Medical specialty,On-board diagnostics",,"device,condition,infrastructure,using,deployed"
NVIDIA GTC 2020,Institut Pasteur,Empowering Virtual Reality and Machine Learning in the Hospital [S21472],88,Hospital information system,GPU,"medical,technology,define,provide"
NVIDIA GTC 2020,NVIDIA,Federated Learning for Medical Imaging: Collaborative AI without Sharing Patient Data [S21536],213,"Deep learning,Federated learning,Medical imaging,Medical record",,"challenge,institution,implementing"
NVIDIA GTC 2020,Weill Cornell Medicine,Fostering a Strong Ecosystem for AI in Medical Imaging [S22631],78,"Collaboration,Entrepreneurial leadership",,"possibility,create,payer,importantly"
NVIDIA GTC 2020,Shanghai Jiao Tong University,Fully Automated Blood Analyzer Driving Early Detection for Leukemia Based on Cytomorphology [P22070],151,"Blood cell,Leukemia,Random early detection","CellVision,NVIDIA,GPU","cytomorphology,based,segmentation,classification,workflow,chance,variety,response"
NVIDIA GTC 2020,PerkinElmer,Generating Microscopic Phase Images with Deep Learning [P22394],61,"Machine learning,Microorganism,Phase-contrast microscopy",PerkinElmer,poster
NVIDIA GTC 2020,Iowa State University,GPU-Accelerated Animated Volume Rendering of Isogeometric Analysis Results [P22069],109,"Engineering design process,Isogeometric analysis,Supply-chain-management software","IGA,CAD,FEA,NURBS,GPU","visualizing,interactive,nurbs,volumetric"
NVIDIA GTC 2020,NVIDIA,GPU-Accelerated Genome Assembly: A Deep Dive into Clara Genomics Analysis SDK [S21968],63,"Dig Deep (album),Microsoft and open source","de novo genome assembly,the Clara Genomics Analysis SDK,CUDA,cudaPoa",
NVIDIA GTC 2020,University of California San Francisco,High Throughput Cryo-Electron Microscopy and Cryo-Electron Tomography Powered by GPU at the University of California San Francisco [S21696],91,Scanning transmission electron microscopy,"GPU,the University of California, San Francisco,UCSF,cryoET,cryoEM,CUDA","cryoem,cryoet,cryoelectron,early,university"
NVIDIA GTC 2020,Smart Reporting GmbH,Holistic AI-Enhanced Workflows in Radiology [S21440],119,"AI accelerator,Patient-reported outcome,Treatment decision support","algorithm,Smart Reporting,GPU","reporting,communication,advantage,radiology,opportunity,challenge"
NVIDIA GTC 2020,Onward Health,Improving Classification of Lymph Node Histopathology Patches Using Semi-Supervised Classification-GAN (SSC-GAN) [P21984],39,"Accuracy and precision,Chinese classifier,Classification of demons,Data augmentation,Histopathology,Synthetic media",,
NVIDIA GTC 2020,Voxeleron,Improving CNN Performance with Spatial Context [S21388],101,"Computer vision,Convolutional neural network,Deep learning",CNN,"optimization,classification,training"
NVIDIA GTC 2020,Google Brain,Insight-Driven Machine Learning Design with Human Expert Collaborations [S21636],151,"Deep learning,Machine learning",,"resulting,enabled,potential"
NVIDIA GTC 2020,Fred Hutchinson Cancer Research Center,Machine Learning Cell Phenotypes with Immuno-Fluorescent Cancer Tissue [P22105],116,"Colectomy,Immunohistochemistry,Protein expression,Spatial analysis","RNA,GPU","edge,image,cell"
NVIDIA GTC 2020,Stanford University,Making Radiology AI Models More Robust: Federated Learning and Other Approaches [S22037],62,"Artificial intelligence,Clinic,Clinical case definition,Critical theory,Cryptographic key types,Medical imaging,Progress in artificial intelligence",,"describe,learning,application"
NVIDIA GTC 2020,Milwaukee School of Engineering,Manipulating the StyleGAN Latent-Space: H&E Image Synthesis for Prostate Cancer Research [P22077],138,"Feature (computer vision),Generative adversarial network,List of Nvidia graphics processing units,Prostate",H&E,"generator,cancer,accelerating,effectiveness"
NVIDIA GTC 2020,NVIDIA,Medical Volume Raytracing in Virtual Reality [S22030],145,"Medical imaging,Old and New Light","VR,GPU","rendering,foveatedwarped,based,allows"
NVIDIA GTC 2020,Xsens Technologies,Multi-Task Learning for Sparse Sensor Body Tracking [P22340],96,"Disability and Rehabilitation: Assistive Technology,Inertial measurement unit,Motion capture,Sensor",,"assistance,fullbody"
NVIDIA GTC 2020,PNY Technologies,NVIDIA Quadro RTX for Healthcare - Improving Patient Outcomes [S22422],34,"Basic research,Branches of science,GeForce 30 series,List of life sciences,Ray-tracing hardware",Quadro RTX,
NVIDIA GTC 2020,Thomas Jefferson High School for Science and Technology,PDGAN: An End-to-End Parkinson's Disease Data Analysis and Diagnosis System Using Deep Learning [P21110],130,Parkinson's disease,"PDGAN,GAN","using,solve,mri,technique,training,detecting"
NVIDIA GTC 2020,NVIDIA,Practical Guidelines for Optimizing and Accurate Sizing of Medical Imaging Workflows [S21997],132,Medical imaging,GPUs,"training,hardware,scaling,critical"
NVIDIA GTC 2020,Islamabad Pakistan,Reconstruction of Under-Sampled Cartesian Data Using Deep Learning [P21927],128,"Magnetic resonance imaging,Tomographic reconstruction","MRI,MR,algorithm","reduce,aliasing,used,undersampled"
NVIDIA GTC 2020,NVIDIA,Rethinking Impact Factor: an NLP-Driven Metric and Pipeline Using Generalized Autoregressive Pretraining on Medical Journals for Granular Knowledge [S21552],137,"BERT (language model),Neurology,Stanford prison experiment,Verona van de Leur","NLP,GPU,Clara Train,AUC","architecture,nlp,study,practice,paradigm"
NVIDIA GTC 2020,imera.ai,Segmentation-Guided Pelvis Fracture Detection in Pelvis X-rays [P21979],74,"Anatomical terminology,Pelvic fracture",GPU,observed
NVIDIA GTC 2020,Ciklum,Segmentation of Organs at Risk in Chest Cavity Using 3D Deep Neural Network [P21943],133,"Neural network,PhysX","U-Net,the NVIDIA TITAN X Pascal,NVIDIA Tesla,Apex Optimization","segmentation,solve,image,using,organsatrisk,lung"
NVIDIA GTC 2020,Carnegie Mellon University,*Top 5 Poster Nominee - MolecularRNN: Generating Realistic Molecular Graphs with Optimized Properties [P22377],142,"Autodesk 3ds Max,Drug discovery,Media Molecule,Molecule,Organic chemistry",,
NVIDIA GTC 2020,MPI-IS and University of Tabingen,3D Deep Learning in Function Space [s21764],141,"Comparison gallery of image scaling algorithms,Convolutional neural network,Deep learning,Nvidia",GPU,image
NVIDIA GTC 2020,NVIDIA,Accelerated Computing Teaching Kit for University Educators: Introduction and Use Cases [S22414],175,IBM Power Systems,"Iowa State University,Iowa State,CAD,GPU","course,gpus,advanced,programming,application,university,performance,functionality"
NVIDIA GTC 2020,The Georgia Institute of Technology,Accelerated Data Science in the Classroom: Teaching Analytics and Machine Learning with RAPIDS [S22417],116,"Danielle Belgrave,Data science","the Georgia Institute of Technology,GPU,RAPIDS","graduate,analytics,teaching,course,using,student,rapid"
NVIDIA GTC 2020,NVIDIA,Accelerated Light-Transport Simulation using Neural Networks [S21852],87,Neural network,,"integration,storm,recently"
NVIDIA GTC 2020,Osaka University,Accelerating Large Seismic Simulation Code with PACC Framework [P21901],132,"AI accelerator,Extract, transform, load,Target (project)",,"compared,outofcore,however"
NVIDIA GTC 2020,University of Washington,ALFRED: Action Learning From Realistic Environments and Directives [P22310],142,Natural language,ALFRED,"alfred,sequence,directive,benchmark,learning,mapping"
NVIDIA GTC 2020,San Diego,Analytic Spherical Harmonic Gradients for Real-Time Rendering with Many Polygonal Area Lights [P22297],132,"Analytical Engine,Closed-form expression,Conjugate gradient method,Spatial gradient,Spherical harmonics","SH,PRT","reduce,enables"
NVIDIA GTC 2020,Prague,An Improved Immersed Boundary-Lattice Boltzmann Method for Incompressible Fluid-Flow Simulations on GPU [P21931],98,"Affect theory,Archimedes' principle,Immersed boundary method,Lattice Boltzmann methods,Numerical stability",Boltzmann,"introduce,performance,fluidsolid"
NVIDIA GTC 2020,DFKI,A Reinforcement Learning Approach for Sequential Spatial Transformer Networks [s21941],40,"Capsule neural network,Computer vision,High-voltage transformer fire barriers,Reinforcement learning,Statistical classification",,"classification,describe,combine,improve,noise"
NVIDIA GTC 2020,Aalto University School of Science,Astaroth: an API for Three-dimensional Stencil Computations on GPUs [S21332],120,,"Astaroth,C99,3D","computational,large,cache,pipeline"
NVIDIA GTC 2020,University of Illinois Urbana-Champaign,Benanza: Automatic Benchmark Generation to Compute âLower-boundâ Latency and Inform Optimizations of Deep Learning Models on GPUs [P21858],68,"Ideal machine,New Source Performance Standards,Sequence profiling tool","Benanza,DL,GPUs",inefficiency
NVIDIA GTC 2020,NVIDIA,Bringing AI to the Classroom: NVIDIA's Deep Learning Teaching Kit [S22357],110,Machine learning,"GPU,AGH University of Science and Technology,Krakow,New York University","nvidia,professor,mathematics,preparing,material,soaring,feeding"
NVIDIA GTC 2020,NVIDIA,Building MSO GPU-Powered Infrastructure for AI Instruction and Research [s21423],78,"Differentiated instruction,Supercomputer","Milwaukee School of Engineering,NVIDIA,AI,HPC,GPU",engineering
NVIDIA GTC 2020,Universidad Rey Juan Carlos,CapsNet-Lite: A Lightweight and High Performance CapsNet Architecture [P21854],93,Capsule neural network,"CapsNet,CapsNet-Lite","accuracy,position,image,combined,combine,routing"
NVIDIA GTC 2020,CETYS Universidad,Capsule Networks for 3D Pose Estimation in Computer Graphics [P21924],77,"3D pose estimation,3D reconstruction,Augmented reality,Biomedical engineering,Engineering",VR/AR,
NVIDIA GTC 2020,University of South Florida,CheetahDB: A System for High-Throughput Database Processing on GPUs [P22073],127,"Fourth Industrial Revolution,List of Nvidia graphics processing units,Research","GPU,DBMS,HPC,NSF,the University of South Florida,Cheetah Data Systems","dbms,performance,inmemory,challenge,software,cheetahdb"
NVIDIA GTC 2020,Berkeley,Data Mining Pipeline for Predictive Synthesis of Advanced Materials [P22007],125,"Inorganic compound,Material,Materials science",,"mining,dataset,accelerated,highthroughput"
NVIDIA GTC 2020,Graduate School of Pharmaceutical Sciences,Decoding Texture Information from Rat Somatosensory Cortical Neurons Using CNN [P21855],139,Neural network,CNN,"neuron,stimulus,activity,lfps,feature,decoded,recorded,rat,decoding,somatosensory,cortex,cnn,neocortex"
NVIDIA GTC 2020,Worcester Polytechnic Institute,Deep Learning-Based Subcellular Phenotyping of Cell Edge Dynamics Reveals Fine-Grained Drug Responses [S21242],71,"Deep learning,Live cell imaging,P-glycoprotein",,"autoencoder,heterogeneity"
NVIDIA GTC 2020,Amazon Web Services,Dive into Deep Learning [T22537],134,"Deep learning,Perceptron","CNN,Python","material,theory,cnn,transforming"
NVIDIA GTC 2020,Simula Research Laboratory,Efficient Simulations of Patient-Specific Electrical Heart Activity on the DGX-2 [P22031],133,"Computer simulation,N-(p-Amylcinnamoyl)anthranilic acid,Pulseless electrical activity",,"dgx2,heart,patient,suffered,emerging,alternative"
NVIDIA GTC 2020,Universidad Industrial de Santander,Exploring the Impact of Functional Package Manager Over a Non-Traditional High Performance Computing System [P21980],83,"Constructed language,Supercomputer","HPC,Nix","improve,analyze,energy,hpc,industry,installing"
NVIDIA GTC 2020,NVIDIA,Few-Shot Adaptive Video-to-Video Synthesis [S21142],121,"Capability-based addressing,Semantic memory",,example
NVIDIA GTC 2020,University of Mnster,Fireiron: A Scheduling Language for High-Performance Linear Algebra on GPUs [P22298],62,MD5,"Fireiron,DSL,GPU,NIVIDA,cuBLAS","dsl,compiler,allows,specification,composition,simple,reusable"
NVIDIA GTC 2020,Icahn School of Medicine at Mount Sinai,GPU-Accelerated Next-Generation Sequencing Bioinformatic Pipeline [S21163],128,"Bioinformatics workflow management system,DirectX Video Acceleration,List of RNA-Seq bioinformatics tools","NGS,BWA,PICARD,GATK,Samtools,WES,WGS,GPU","gpu,performance,cpu"
NVIDIA GTC 2020,University of Tokyo,Heterocomputing and Transprecision Computing in Unstructured Low-Order Finite-Element Analyses on Volta GPUs [P21857],70,Bfloat16 floating-point format,"Volta,GPUs","bottleneck,heterocomputing"
NVIDIA GTC 2020,University of Mnster,High-Performance Deep-Learning Operators on NVIDIA GPUs via Multi-Dimensional Homomorphisms [P21790],133,"CUDA,Eigenvalues and eigenvectors,Holism","Matrix Multiplication,Multi-Dimensional Homomorphisms,GPU,NVIDIA,cuBLAS,GEMM","mdhs,nvidia,performance,convolution,automatically,optimized,library"
NVIDIA GTC 2020,Ohio State University,High Performance Distributed Deep Learning: A Beginner's Guide [S21546],141,"Deep learning,Supercomputing in Europe,Web Ontology Language","AI,HPC,TensorFlow,CNTK,PyTorch,GPU,MVAPICH2-GDR","performance,gpus,challenge,tensorflow,mvapich2gdr,advance,improve"
NVIDIA GTC 2020,University of Illinois at Urbana-Champaign,Hybrid Molecular Mechanics: Artificial Intelligence Simulation Methods to Study Molecular Systems [S22090],137,"Graphics processing unit,Molecular dynamics","GPU,MD,NAMD,ANI,quantum mechanical","molecular,performance,coupling,namd,learningbased,using,achieve,sampling"
NVIDIA GTC 2020,Princeton Plasma Physics Laboratory,Implementation of Artificial Intelligence/Deep Learning Disruption Predictor into a Plasma Control System [P22517],168,Sky Nature,"NATURE,Princeton's AI,NVIDIA,Volta,ITER","disruption,plasma,software,capability,indicator,future,provide,deeplearning,modern,described"
NVIDIA GTC 2020,Shanghai Jiao Tong University,Inference Path Optimization for Deep Reinforcement Learning on NVIDIA DGX-2 [P22339],151,"Computer performance,PCI Express,Shanghai Jiao Tong University","the Shanghai Jiao Tong University High Performance Computing Center,PCI,GPU,Volta Multi-Process Service,NUMA","computation,gpu,dgx2,machine,school,institution"
NVIDIA GTC 2020,University of Tennessee,MAGMA: Accelerating Linear Algebra Through Mixed-Precision and Tensor Cores [S21557],112,"Linear algebra,Matrix multiplication algorithm","MAGMA,GPU,Classic",
NVIDIA GTC 2020,CETYS Universidad,MemEAPF for Mobile Robot Path Planning on Jetson Platform [P21986],114,"Artificial turf,Implementation,Mobile robot,Nvidia Jetson,Pathfinding",,"membrane,evolutionary,computing,efficiently"
NVIDIA GTC 2020,National University of Singapore,Mobile Manipulation Toward Cleaning Dining Tables [P22364],118,Human impact on the environment,GPU,"developing,hence"
NVIDIA GTC 2020,NVIDIA,Multiphysics Software Development in the Age of AI [P21687],135,Neural network,,"equation,pdes,solve,multiple,geometry,namely"
NVIDIA GTC 2020,Tarleton State University,N-Body Simulation of Binary Star Mass Transfer [P21883],109,"Binary system,Mass transfer",,"study,contactbinary,evolution,galaxy,abundance"
NVIDIA GTC 2020,NVIDIA,Overcoming Latency Barriers: Strong Scaling HPC Applications with NVSHMEM [s21673],121,"American Association for the Advancement of Science,Multinomial distribution","HPC,GPU,NVSHMEM,QUDA,MILC,Chroma,InfiniBand,Summit","gpus,nvshmem,scaling,timetosolution"
NVIDIA GTC 2020,University Of South Florida,Parallel Index-Based Search Operation for Database Systems via GPUs [P21987],132,"Database,Database index","GPUs,algorithm,GPU","characteristic,gpus,optimizing,utilization,gpu,technique,searching,handling"
NVIDIA GTC 2020,University of Alaska Fairbanks,Rapid Pathogen Genomics using Nanopore Sequencing and GPUs [P22462],74,Wastewater surveillance,"Clara Genomics Analysis SDK,GPU","used,analysis,combination,nanopore"
NVIDIA GTC 2020,University Of Illinois at Urbana-Champaign,Rebalancing the Load: Profile-Guided Optimization of the NAMD Molecular Dynamics Program for Modern GPUs using Nsight Systems [s21547],131,"Dynamics,Graphics processing unit","Nanoscale Molecular Dynamics,Nsight Systems,Nsight Compute,NAMD,CPU,GPU","performance,cpu,doubled,profileguided"
NVIDIA GTC 2020,UC San Diego - San Diego Supercomputer Center,Running Multi-Messenger Astrophysics with IceCube Across All Available GPUs in the Cloud [S22206],153,"Boss Doctor Rhythm DR-110,Computational model","AWS,GCP,the IceCube Neutrino Observatory,GPGPU,IceCube,GPU","ice,gpus,simulation,icecube,neutrino,needed,natural,peak,marshaled"
NVIDIA GTC 2020,Abertay University,Runtime Analysis of Spatial Structure: A CUDA Implementation of Minkowski Functionals [P21829],94,Protein structure,"Minkowski,CUDA","openacc,interested,simulated"
NVIDIA GTC 2020,The Georgia Institute of Technology,Scaling Deep Learning Interpretability by Visualizing Activation and Attribution Summarizations [S21808],156,"Neural network,Systems engineering","Summit,ImageNet","feature,neuron,visualization,summarizes,learned,technique,aggregation,large,image"
NVIDIA GTC 2020,Berkeley,Self-Supervised Robot Learning from Pixels [s21921],125,"Cognitive skill,Occipital lobe,Perception,Robot,Robotics",algorithm,"representation,learning,policy"
NVIDIA GTC 2020,National Tsing Hua University,Sim-to-Real: Virtual Guidance for Robot Navigation [P22224],134,"Radio navigation,Scientific method",Husky,"robot,module,virtual,based,single"
NVIDIA GTC 2020,Carnegie Mellon University,*Top 5 Poster Nominee - Photometric Mesh Optimization for Video-Aligned 3D Object Reconstruction [P22276],129,"3D reconstruction from multiple images,Component video",RGB,"photometric,shape,optimizing"
NVIDIA GTC 2020,Simula Research Laboratory,Toward Detailed Organ-Scale Simulations in Cardiac Electrophysiology [P21982],58,Cardiac electrophysiology,,"simulation,introduces,describes,challenge"
NVIDIA GTC 2020,Prague,Toward Optimal Implementation of Lattice Boltzmann CFD Simulator for Multi-GPU Clusters [P21922],94,Lattice Boltzmann methods,"GPU,LBM,HPC","lbm,gpus,available,general"
NVIDIA GTC 2020,Jlich Supercomputing Centre,Uniform Tasking on GPUs and CPUs: Task Queues Reloaded [P21938],132,"General-purpose computing on graphics processing units,Scheduling (computing)","GPU,C++","optimization,gpus,performance,thread,difference,provide,cuda,finegrained"
NVIDIA GTC 2020,NVIDIA,Virtual GPU Computing for HPC: Improving System Utilization Through GPU Virtualization [S21827],55,"Cloud gaming,Supercomputer","Clemson University's,NVIDIA,GPU,Metamoto,the Open Connected Autonomous Vehicle,HPC","applying,maximize,investment"
NVIDIA GTC 2020,Arup,Affordable Modeling of Complex Extreme Events in the Built Environment Using GPU-accelerated CFD [S21373],96,Newton's method,"CFD,GPU","zenotech,using,arup,exemplified,zcfd"
NVIDIA GTC 2020,Yonsei University,Anomaly Detection of Diesel Engine Using Deep Learning with Xavier [s21394],67,Turing machine,"NVIDIA,Xavier","using,nvidias,xavier,equipment,developed"
NVIDIA GTC 2020,National Institute of Advanced Industrial Science and Technology,A Software Systolic Array on GPUs [P22277],144,Systolic array,"CUDA,HPC,algorithm,NVIDIA,NPP","gpus,cuda,stencil,convolution,implementation,kernel,propose,memorybound"
NVIDIA GTC 2020,Kohn Pedersen Fox Associates,Designing Better Cities with Deep Learning and Performance Simulation [S21493],133,"Architectural Design,Daylight saving time,Generative adversarial network",,architecture
NVIDIA GTC 2020,McKinstry,Drones Machetes Fire and VR: 21st-Century Tools for Social and Sustainable Impact [s21515],122,"Kosrae,Workflow","Kosrae,Micronesia,Vorovoro,Fiji","indigenous,technology,climate,remote,community,developing,vorovoro"
NVIDIA GTC 2020,Neoscape,GPU Rendering for Architectural Visualization [S21657],85,,"NVIDIA,GPU,Chaos,Epic Games","neoscape,gpu,technology,rendering,rtx"
NVIDIA GTC 2020,Tokyo Institute of Technology,High-Resolution Image Reconstruction on Supercomputers [P21724],105,"Apache Spark,CT scan,Iterative reconstruction","CT,GPU,MPI","propose,gpus,respectively,communication,requires"
NVIDIA GTC 2020,Mortenson Construction,Immersive Reality Improving the Construction Industry [S22168],83,"Healthcare industry,Patient",ROI,"mockups,improve,country,primary"
NVIDIA GTC 2020,Chaos Group,Latest Advancements for Production Rendering with V-Ray GPU and Real-Time Raytracing with Project Lavina [S22197],27,"Nvidia RTX,Project 23900 amphibious assault ship,Pythagoras ABM,Ray tracing (graphics),Video card","DXR,Project Lavina","optix,dxr"
NVIDIA GTC 2020,ESI Group,Leveraging OptiX 7 for High-Performance Multi-GPU Raytracing on Head-Mounted Displays [S21425],123,"GeForce 30 series,Nvidia RTX,Ray tracing (graphics),Turing (microarchitecture)","RTX,GPU,ESI,Helios",demonstrate
NVIDIA GTC 2020,University of Tokyo,Low-Cost OpenACC Porting of Matrix Solver with FP21-FP32-FP64 Computing: an Earthquake Application [P21886],83,"Graphics processing unit,HTTP 404,Quantum computing","GPU,CPU","solver,cpubased,openacc,useful"
NVIDIA GTC 2020,Tarleton State University,N-body Adaptive Optimization of Lattice Towers [P21881],163,"Electric power transmission,Mathematical optimization,Physiological cross-sectional area,Transmission tower",the United States,"beam,heavily,proportional,thicker"
NVIDIA GTC 2020,Adobe,PBR Material Creation from a Single Picture in Substance Alchemist [S22194],59,List of Bollywood films of 2019,"RTX Tensor Cores,Substance",presenting
NVIDIA GTC 2020,NVIDIA,Ray-Traced Virtual Reality in Omniverse [S22029],137,"New Payments Platform,Ray tracing (graphics),Warez scene",,"viewer,quality,rendering,performance,strategy,ominverse,different"
NVIDIA GTC 2020,NVIDIA,Real-Time Ray-Traced Ambient Occlusion of Complex Scenes using Spatial Hashing [S22170],123,"Ambient occlusion,Global illumination,Real-time computer graphics",CAD,"using,technique,noise,essence,surroundings,darker"
NVIDIA GTC 2020,NVIDIA,Semi-Supervised Three-Dimensional Reconstruction with Generative Adversarial Networks [P21908],142,"3D reconstruction,Scientific method","3D,GAN","ss3dgan,observation,gan"
NVIDIA GTC 2020,University of Cordoba,Tensor Core Accelerated Sparse GEMM [P21866],77,"Deep learning super sampling,Matrix multiplication,Sparse matrix,Tool","CUSP,cuSPARSE",
NVIDIA GTC 2020,Theia Interactive,Virtual Reality's Continued Impact in the World of AEC [s22129],80,"Pilot experiment,Virtual reality","Theia Interactive,AEC,Unreal Engine","seemed,decide,used"
NVIDIA GTC 2020,Honda R&D,A Study of Pedestrian Protection CAE Using GAN [S21438],124,"Traffic collision,World Health Organization","the World Health Organization,New Car Assessment Program,NCAP,CAE","cae,fatality,reduce,improve,according"
NVIDIA GTC 2020,NVIDIA,Automating DNN Design for DRIVE AGX: Platform-Aware Neural Architecture Search [S21666],130,"Deep learning,Neural network","VGG,NAS,optimal,NVIDIA","dnns,become,using,architecture,contributed"
NVIDIA GTC 2020,KAIST (Korea Advanced Institute of Science and Technology),Beyond-Line-of-Sight (BLOS) Perception System for Autonomous Vehicles [P21842],72,"Perception,Unmanned aerial vehicle,Vehicular automation,Visual perception",,technology
NVIDIA GTC 2020,INC.,Bike-Share Demand Prediction from Partial Future data Using Conditional Variational AutoEncoders [P21739],120,Deep learning,"Variational AutoEncoders,Conditional Variational AutoEncoders,Partial Future","bikeport,bikeshare,rebalance"
